post_id,actor_1,actor_2,relation_type
2088446685710356502,Pakistan,Turkiye,neutral-reporting
2088446685710356502,Saudi Arabia,Turkiye,neutral-reporting
2088445629508776135,Pakistan,Saudi Arabia,neutral-reporting
2088445629508776135,Pakistan,Turkiye,neutral-reporting
2088445629508776135,Saudi Arabia,Turkiye,neutral-reporting
2088424354228973731,Pakistan,Saudi Arabia,neutral-reporting
2088424354228973731,Pakistan,Turkiye,neutral-reporting
2088424354228973731,Saudi Arabia,Turkiye,neutral-reporting
2088409772378775893,Saudi Arabia,Turkiye,neutral-reporting
2088405360499433864,Pakistan,Saudi Arabia,neutral-reporting
2088405360499433864,Pakistan,Turkiye,neutral-reporting
2088405360499433864,Saudi Arabia,Turkiye,neutral-reporting
2088383711850942752,Iran,Pakistan,skeptical
2088373189655322968,Iran,Turkiye,hostile
2088371413627597230,Pakistan,Saudi Arabia,neutral-reporting
2088371413627597230,Pakistan,Turkiye,neutral-reporting
2088371413627597230,Saudi Arabia,Turkiye,neutral-reporting
2088370106703192468,Pakistan,Saudi Arabia,supportive
2088370106703192468,Pakistan,Turkiye,supportive
2088370106703192468,Saudi Arabia,Turkiye,supportive
2088361901084262847,Pakistan,Saudi Arabia,skeptical
2088361901084262847,Pakistan,Turkiye,skeptical
2088361901084262847,Saudi Arabia,Turkiye,skeptical
2088361901084262847,Pakistan,United States,neutral-reporting
2088361901084262847,Saudi Arabia,United States,neutral-reporting
2088361901084262847,Turkiye,United States,hostile
2088360070941659410,Pakistan,Saudi Arabia,neutral-reporting
2088360070941659410,Pakistan,Turkiye,neutral-reporting
2088360070941659410,Saudi Arabia,Turkiye,neutral-reporting
2088354974237675756,Pakistan,Saudi Arabia,neutral-reporting
2088354974237675756,Pakistan,Turkiye,neutral-reporting
2088354974237675756,Saudi Arabia,Turkiye,neutral-reporting
2088354111477444700,Iran,Saudi Arabia,hostile
2088353951817052254,Pakistan,Turkiye,skeptical
2088347218033967229,Iran,Saudi Arabia,supportive
2088347218033967229,Iran,Pakistan,supportive
2088347218033967229,Iran,Turkiye,supportive
2088347218033967229,Saudi Arabia,Pakistan,neutral-reporting
2088347218033967229,Saudi Arabia,Turkiye,neutral-reporting
2088347218033967229,Pakistan,Turkiye,neutral-reporting
2088342820503368005,Saudi Arabia,Turkiye,neutral-reporting
2088342820503368005,Saudi Arabia,Pakistan,neutral-reporting
2088342820503368005,Turkiye,Pakistan,neutral-reporting
2088337561538503029,Pakistan,Saudi Arabia,skeptical
2088337561538503029,Pakistan,Turkiye,skeptical
2088337561538503029,Saudi Arabia,Turkiye,skeptical
2088337561538503029,Pakistan,United States,skeptical
2088337561538503029,Saudi Arabia,United States,skeptical
2088337561538503029,Turkiye,United States,skeptical
2088336760824877382,Pakistan,Saudi Arabia,supportive
2088336760824877382,Pakistan,Turkiye,supportive
2088336760824877382,Saudi Arabia,Turkiye,supportive
2088329816709669353,Pakistan,Saudi Arabia,neutral-reporting
2088329816709669353,Pakistan,Turkiye,neutral-reporting
2088329816709669353,Saudi Arabia,Turkiye,neutral-reporting
2088323265114632520,Pakistan,Saudi Arabia,supportive
2088323265114632520,Pakistan,Turkiye,supportive
2088323265114632520,Saudi Arabia,Turkiye,supportive
2088314760852885924,Pakistan,Saudi Arabia,neutral-reporting
2088314760852885924,Pakistan,Turkiye,neutral-reporting
2088314760852885924,Saudi Arabia,Turkiye,neutral-reporting
2088310776050098506,Pakistan,Saudi Arabia,neutral-reporting
2088310776050098506,Pakistan,Turkiye,neutral-reporting
2088310776050098506,Saudi Arabia,Turkiye,neutral-reporting
2088310483270938632,Turkiye,United States,hostile
2088309716355010605,Pakistan,Saudi Arabia,neutral-reporting
2088309716355010605,Pakistan,Turkiye,neutral-reporting
2088309716355010605,Saudi Arabia,Turkiye,neutral-reporting
2088309716355010605,Pakistan,United States,neutral-reporting
2088309716355010605,Saudi Arabia,United States,neutral-reporting
2088309716355010605,Turkiye,United States,neutral-reporting
2088308252488692054,Pakistan,Turkiye,neutral-reporting
2088308252488692054,Pakistan,Saudi Arabia,neutral-reporting
2088308252488692054,Turkiye,Saudi Arabia,neutral-reporting
2088307435941351574,Pakistan,Saudi Arabia,supportive
2088307435941351574,Pakistan,Turkiye,supportive
2088307435941351574,Saudi Arabia,Turkiye,supportive
2088305146677596604,Pakistan,Saudi Arabia,neutral-reporting
2088305146677596604,Pakistan,Turkiye,neutral-reporting
2088305146677596604,Saudi Arabia,Turkiye,neutral-reporting
2088305146677596604,Pakistan,United States,hostile
2088305146677596604,Saudi Arabia,United States,hostile
2088305146677596604,Turkiye,United States,hostile
2088302308329402643,Pakistan,Saudi Arabia,neutral-reporting
2088302308329402643,Pakistan,Turkiye,neutral-reporting
2088302308329402643,Saudi Arabia,Turkiye,neutral-reporting
2088297945879785688,Pakistan,Saudi Arabia,supportive
2088297945879785688,Pakistan,Turkiye,supportive
2088297945879785688,Saudi Arabia,Turkiye,supportive
2088295900951228522,Saudi Arabia,Turkiye,neutral-reporting
2088292637597974968,Pakistan,Saudi Arabia,neutral-reporting
2088292637597974968,Pakistan,Turkiye,neutral-reporting
2088292637597974968,Saudi Arabia,Turkiye,neutral-reporting
2088290146458210367,Saudi Arabia,United States,supportive
2088290146458210367,Saudi Arabia,Turkiye,neutral-reporting
2088290146458210367,Saudi Arabia,Pakistan,neutral-reporting
2088290146458210367,Turkiye,Pakistan,neutral-reporting
2088290146458210367,Iran,Saudi Arabia,hostile
2088290146458210367,Iran,United States,hostile
2088284007343554914,Saudi Arabia,Turkiye,neutral-reporting
2088284007343554914,Saudi Arabia,Pakistan,neutral-reporting
2088284007343554914,Turkiye,Pakistan,neutral-reporting
2088284007343554914,Saudi Arabia,Iran,neutral-reporting
2088283510708805639,Saudi Arabia,Turkiye,neutral-reporting
2088283510708805639,Turkiye,Iran,neutral-reporting
2088280485365731570,Pakistan,Saudi Arabia,neutral-reporting
2088279477377982805,Pakistan,Saudi Arabia,neutral-reporting
2088279477377982805,Pakistan,Turkiye,neutral-reporting
2088279477377982805,Saudi Arabia,Turkiye,neutral-reporting
2088272027559854326,Pakistan,Saudi Arabia,neutral-reporting
2088272027559854326,Pakistan,Turkiye,neutral-reporting
2088272027559854326,Saudi Arabia,Turkiye,neutral-reporting
2088271723342823444,Pakistan,Saudi Arabia,neutral-reporting
2088271723342823444,Pakistan,Turkiye,neutral-reporting
2088271723342823444,Saudi Arabia,Turkiye,neutral-reporting
2088269663860117706,Pakistan,Saudi Arabia,neutral-reporting
2088269663860117706,Pakistan,Turkiye,neutral-reporting
2088269663860117706,Saudi Arabia,Turkiye,neutral-reporting
2088252306319941758,Pakistan,Saudi Arabia,neutral-reporting
2088252306319941758,Pakistan,Turkiye,neutral-reporting
2088252306319941758,Saudi Arabia,Turkiye,neutral-reporting
2088248665106530396,Iran,Turkiye,hostile
2088248585162801193,Saudi Arabia,Turkiye,supportive
2088242406751633899,Pakistan,Saudi Arabia,neutral-reporting
2088242406751633899,Pakistan,Turkiye,neutral-reporting
2088242406751633899,Saudi Arabia,Turkiye,neutral-reporting
2088236665705767237,Iran,Saudi Arabia,skeptical
2088236665705767237,Iran,Turkiye,skeptical
2088236665705767237,Saudi Arabia,Turkiye,neutral-reporting
2088236629056205238,Pakistan,Saudi Arabia,neutral-reporting
2088236629056205238,Pakistan,Turkiye,neutral-reporting
2088236629056205238,Saudi Arabia,Turkiye,neutral-reporting
2088234393043427813,Iran,Turkiye,hostile
2088232303747026974,Saudi Arabia,Turkiye,neutral-reporting
2088232303747026974,Saudi Arabia,Pakistan,neutral-reporting
2088232303747026974,Turkiye,Pakistan,neutral-reporting
2088232303747026974,Saudi Arabia,Iran,hostile
2088225397859057880,Iran,Pakistan,hostile
2088225397859057880,Iran,Saudi Arabia,hostile
2088225397859057880,Iran,Turkiye,hostile
2088225397859057880,Pakistan,Saudi Arabia,neutral-reporting
2088225397859057880,Pakistan,Turkiye,neutral-reporting
2088225397859057880,Saudi Arabia,Turkiye,neutral-reporting
2088218930716274887,Pakistan,Saudi Arabia,neutral-reporting
2088218930716274887,Pakistan,Turkiye,neutral-reporting
2088218930716274887,Saudi Arabia,Turkiye,neutral-reporting
2088216064907694227,Iran,Pakistan,unclear
2088216064907694227,Iran,Saudi Arabia,unclear
2088216064907694227,Iran,Turkiye,unclear
2088216064907694227,Pakistan,Saudi Arabia,neutral-reporting
2088216064907694227,Pakistan,Turkiye,neutral-reporting
2088216064907694227,Saudi Arabia,Turkiye,neutral-reporting
2088206977189003611,Iran,Pakistan,neutral-reporting
2088190889982050798,Iran,Turkiye,hostile
2088185094661869936,Iran,Saudi Arabia,neutral-reporting
2088185094661869936,Iran,Turkiye,neutral-reporting
2088185094661869936,Iran,Pakistan,neutral-reporting
2088185094661869936,Saudi Arabia,Turkiye,neutral-reporting
2088185094661869936,Saudi Arabia,Pakistan,neutral-reporting
2088185094661869936,Turkiye,Pakistan,neutral-reporting
2088184892387459486,Iran,Turkiye,hostile
2088166535185547495,Iran,Pakistan,supportive
2088166535185547495,Iran,Saudi Arabia,supportive
2088166535185547495,Iran,Turkiye,supportive
2088166535185547495,Pakistan,Saudi Arabia,neutral-reporting
2088166535185547495,Pakistan,Turkiye,neutral-reporting
2088166535185547495,Saudi Arabia,Turkiye,neutral-reporting
2088163973644357975,Iran,Pakistan,hostile
2088162541591552319,Saudi Arabia,Pakistan,neutral-reporting
2088162541591552319,Saudi Arabia,Turkiye,neutral-reporting
2088162541591552319,Pakistan,Turkiye,neutral-reporting
2088155722416849233,Iran,Pakistan,hostile
2088155722416849233,Iran,Saudi Arabia,hostile
2088155722416849233,Iran,Turkiye,hostile
2088155722416849233,Pakistan,Saudi Arabia,hostile
2088155722416849233,Pakistan,Turkiye,hostile
2088155722416849233,Saudi Arabia,Turkiye,hostile
2088142216195715168,Iran,Pakistan,hostile
2088142216195715168,Pakistan,Turkiye,neutral-reporting
2088142216195715168,Iran,Turkiye,neutral-reporting
2088141622693552253,Saudi Arabia,Turkiye,supportive
2088141622693552253,Saudi Arabia,Iran,hostile
2088141622693552253,Turkiye,Iran,hostile
2088120074762912053,Pakistan,Saudi Arabia,supportive
2088120074762912053,Iran,Pakistan,neutral-reporting
2088120074762912053,Iran,Saudi Arabia,neutral-reporting
2088116402100326411,Pakistan,Saudi Arabia,supportive
2088116402100326411,Pakistan,Turkiye,supportive
2088116402100326411,Saudi Arabia,Turkiye,supportive
2088108610157248619,Iran,Saudi Arabia,hostile
2088093455419330786,Iran,Pakistan,supportive
2088093455419330786,Iran,Saudi Arabia,supportive
2088093455419330786,Iran,Turkiye,supportive
2088093455419330786,Pakistan,Saudi Arabia,supportive
2088093455419330786,Pakistan,Turkiye,supportive
2088093455419330786,Saudi Arabia,Turkiye,supportive
2088093177811177933,Pakistan,Iran,skeptical
2088093177811177933,Turkiye,Iran,skeptical
2088093177811177933,Pakistan,Turkiye,skeptical
2088092737195417867,Saudi Arabia,Turkiye,neutral-reporting
2088045481117028470,Saudi Arabia,Pakistan,neutral-reporting
2088045481117028470,Saudi Arabia,Turkiye,neutral-reporting
2088045481117028470,Pakistan,Turkiye,neutral-reporting
2088045481117028470,Saudi Arabia,United States,neutral-reporting
2088045481117028470,Pakistan,United States,neutral-reporting
2088045481117028470,Turkiye,United States,neutral-reporting
2088045481117028470,Saudi Arabia,Iran,neutral-reporting
2088045481117028470,Pakistan,Iran,neutral-reporting
2088045481117028470,Turkiye,Iran,neutral-reporting
2088045369603072197,Pakistan,Saudi Arabia,skeptical
2088045369603072197,Turkiye,Saudi Arabia,skeptical
2088045369603072197,Iran,Saudi Arabia,hostile
2088037290895696069,Pakistan,Saudi Arabia,supportive
2088037290895696069,Pakistan,Turkiye,supportive
2088037290895696069,Saudi Arabia,Turkiye,supportive
2088036649896726621,Pakistan,Saudi Arabia,neutral-reporting
2088036649896726621,Pakistan,Turkiye,neutral-reporting
2088036649896726621,Saudi Arabia,Turkiye,neutral-reporting
2088036649896726621,Pakistan,United States,hostile
2088036649896726621,Saudi Arabia,United States,hostile
2088036649896726621,Turkiye,United States,hostile
2088033599580750193,Pakistan,Saudi Arabia,supportive
2088033599580750193,Pakistan,Turkiye,supportive
2088033599580750193,Saudi Arabia,Turkiye,supportive
2088033599580750193,Pakistan,United States,neutral-reporting
2088033599580750193,Saudi Arabia,United States,neutral-reporting
2088033599580750193,Turkiye,United States,neutral-reporting
2088026240917582029,Pakistan,Saudi Arabia,neutral-reporting
2088026240917582029,Pakistan,Turkiye,neutral-reporting
2088026240917582029,Saudi Arabia,Turkiye,neutral-reporting
2088026240917582029,Pakistan,United States,neutral-reporting
2088026240917582029,Saudi Arabia,United States,neutral-reporting
2088026240917582029,Turkiye,United States,neutral-reporting
2087998587619967067,Iran,Pakistan,hostile
2087998587619967067,Iran,Saudi Arabia,hostile
2087998587619967067,Iran,Turkiye,hostile
2087998587619967067,Pakistan,Saudi Arabia,supportive
2087998587619967067,Pakistan,Turkiye,supportive
2087998587619967067,Saudi Arabia,Turkiye,supportive
2087991204894105741,Pakistan,United States,hostile
2087989686467756312,Saudi Arabia,Turkiye,supportive
2087989686467756312,Saudi Arabia,United States,hostile
2087989686467756312,Turkiye,United States,hostile
2087966212529537536,Iran,Pakistan,neutral-reporting
2087966212529537536,Iran,Saudi Arabia,hostile
2087966212529537536,Iran,Turkiye,neutral-reporting
2087966212529537536,Iran,United States,neutral-reporting
2087966212529537536,Pakistan,Saudi Arabia,supportive
2087966212529537536,Pakistan,Turkiye,supportive
2087952118045118543,Pakistan,Saudi Arabia,neutral-reporting
2087952118045118543,Iran,Saudi Arabia,neutral-reporting
2087952118045118543,Iran,Pakistan,neutral-reporting
2087950604799033681,Pakistan,Saudi Arabia,supportive
2087950604799033681,Pakistan,Turkiye,supportive
2087950604799033681,Saudi Arabia,Turkiye,neutral-reporting
2087939753446609346,Iran,Pakistan,hostile
2087939753446609346,Iran,Saudi Arabia,hostile
2087939753446609346,Iran,Turkiye,hostile
2087939753446609346,Pakistan,Saudi Arabia,supportive
2087939753446609346,Pakistan,Turkiye,supportive
2087939753446609346,Saudi Arabia,Turkiye,supportive
2087937322390044751,Iran,Pakistan,neutral-reporting
2087937322390044751,Iran,Saudi Arabia,neutral-reporting
2087937322390044751,Iran,Turkiye,neutral-reporting
2087937322390044751,Pakistan,Saudi Arabia,neutral-reporting
2087937322390044751,Pakistan,Turkiye,neutral-reporting
2087937322390044751,Saudi Arabia,Turkiye,neutral-reporting
2087935752063864836,Iran,Pakistan,neutral-reporting
2087935752063864836,Iran,Saudi Arabia,neutral-reporting
2087935752063864836,Iran,Turkiye,neutral-reporting
2087935752063864836,Pakistan,Saudi Arabia,neutral-reporting
2087935752063864836,Pakistan,Turkiye,neutral-reporting
2087935752063864836,Saudi Arabia,Turkiye,neutral-reporting
2087934173830889842,Pakistan,Saudi Arabia,neutral-reporting
2087934173830889842,Pakistan,Turkiye,neutral-reporting
2087934173830889842,Pakistan,United States,neutral-reporting
2087934173830889842,Saudi Arabia,Turkiye,neutral-reporting
2087934173830889842,Saudi Arabia,United States,neutral-reporting
2087934173830889842,Turkiye,United States,neutral-reporting
2087921047668470001,Saudi Arabia,Turkiye,supportive
2087921047668470001,Saudi Arabia,Pakistan,supportive
2087921047668470001,Turkiye,Pakistan,supportive
2087921047668470001,Iran,Saudi Arabia,hostile
2087921047668470001,Iran,Turkiye,hostile
2087921047668470001,Iran,Pakistan,hostile
2087912878573769068,Iran,Pakistan,neutral-reporting
2087912878573769068,Iran,Saudi Arabia,neutral-reporting
2087912878573769068,Iran,Turkiye,neutral-reporting
2087912878573769068,Iran,United States,neutral-reporting
2087912878573769068,Pakistan,Saudi Arabia,supportive
2087912878573769068,Pakistan,Turkiye,supportive
2087901470385389928,Iran,Pakistan,neutral-reporting
2087901470385389928,Iran,Saudi Arabia,neutral-reporting
2087901470385389928,Iran,Turkiye,neutral-reporting
2087901470385389928,Pakistan,Saudi Arabia,neutral-reporting
2087901470385389928,Pakistan,Turkiye,neutral-reporting
2087901470385389928,Saudi Arabia,Turkiye,neutral-reporting
2087867679227199881,Pakistan,United States,mediating
2087867679227199881,Iran,United States,hostile
2087867679227199881,Turkiye,Saudi Arabia,neutral-reporting
2087867679227199881,Turkiye,Pakistan,neutral-reporting
2087867679227199881,Saudi Arabia,Pakistan,neutral-reporting
2087867679227199881,Turkiye,United States,neutral-reporting
2087867679227199881,Saudi Arabia,United States,neutral-reporting
2087841470543716417,Iran,Turkiye,supportive
2087825917431218378,Iran,Pakistan,skeptical
2087825917431218378,Iran,Saudi Arabia,skeptical
2087825917431218378,Iran,Turkiye,skeptical
2087825917431218378,Pakistan,Saudi Arabia,neutral-reporting
2087825917431218378,Pakistan,Turkiye,neutral-reporting
2087825917431218378,Saudi Arabia,Turkiye,neutral-reporting
2087819663589724173,Iran,Pakistan,neutral-reporting
2087819663589724173,Iran,Saudi Arabia,neutral-reporting
2087819663589724173,Iran,Turkiye,neutral-reporting
2087819663589724173,Pakistan,Saudi Arabia,neutral-reporting
2087819663589724173,Pakistan,Turkiye,neutral-reporting
2087819663589724173,Saudi Arabia,Turkiye,neutral-reporting
2087788890400641457,Iran,Pakistan,supportive
2087772845401374918,Pakistan,Saudi Arabia,neutral-reporting
2087759584228155817,Iran,Saudi Arabia,hostile
2087759584228155817,Iran,Pakistan,hostile
2087759584228155817,Iran,Turkiye,hostile
2087759584228155817,Pakistan,Saudi Arabia,supportive
2087759584228155817,Pakistan,Turkiye,supportive
2087759584228155817,Saudi Arabia,Turkiye,supportive
2087744964352495647,Iran,Pakistan,neutral-reporting
2087741397474611334,Saudi Arabia,Turkiye,neutral-reporting
2087741397474611334,Saudi Arabia,Pakistan,neutral-reporting
2087741397474611334,Turkiye,Pakistan,neutral-reporting
2087741397474611334,Saudi Arabia,Iran,neutral-reporting
2087729102392275287,Pakistan,Saudi Arabia,neutral-reporting
2087729102392275287,Pakistan,Turkiye,neutral-reporting
2087729102392275287,Saudi Arabia,Turkiye,neutral-reporting
2087729102392275287,Pakistan,United States,neutral-reporting
2087729102392275287,Saudi Arabia,United States,neutral-reporting
2087729102392275287,Turkiye,United States,neutral-reporting
2087723976374329719,Iran,Turkiye,supportive
2087723418074624465,Pakistan,Saudi Arabia,neutral-reporting
2087712478847258630,Pakistan,Iran,neutral-reporting
2087705378737795123,Iran,Turkiye,hostile
2087699533723811944,Iran,Saudi Arabia,hostile
2087699533723811944,Iran,Turkiye,hostile
2087699533723811944,Iran,Pakistan,hostile
2087699533723811944,Turkiye,Pakistan,skeptical
2087699533723811944,Turkiye,Saudi Arabia,skeptical
2087699533723811944,Pakistan,Saudi Arabia,skeptical
2087698928510853538,Iran,Saudi Arabia,hostile
2087698928510853538,Iran,Turkiye,hostile
2087698928510853538,Iran,Pakistan,hostile
2087698928510853538,Turkiye,Pakistan,skeptical
2087698928510853538,Turkiye,Saudi Arabia,skeptical
2087698928510853538,Pakistan,Saudi Arabia,skeptical
2087696227597210022,Iran,Saudi Arabia,hostile
2087696227597210022,Iran,Turkiye,hostile
2087696227597210022,Saudi Arabia,Turkiye,skeptical
2087678150809440746,Pakistan,Saudi Arabia,supportive
2087678150809440746,Pakistan,Turkiye,neutral-reporting
2087678150809440746,Saudi Arabia,Turkiye,neutral-reporting
2087678150809440746,Iran,Pakistan,hostile
2087678150809440746,Iran,Saudi Arabia,hostile
2087678150809440746,Iran,Turkiye,hostile
2087661277585829930,Pakistan,Saudi Arabia,skeptical
2087661277585829930,Pakistan,Turkiye,skeptical
2087661277585829930,Saudi Arabia,Turkiye,skeptical
2087661277585829930,Pakistan,United States,mediating
2087639146948927708,Pakistan,Saudi Arabia,supportive
2087639146948927708,Pakistan,Turkiye,supportive
2087639146948927708,Pakistan,United States,supportive
2087639146948927708,Saudi Arabia,Turkiye,supportive
2087639146948927708,Saudi Arabia,United States,supportive
2087639146948927708,Turkiye,United States,supportive
2087638932708303071,Iran,Pakistan,neutral-reporting
2087638932708303071,Iran,Saudi Arabia,neutral-reporting
2087638932708303071,Iran,Turkiye,neutral-reporting
2087638932708303071,Iran,United States,neutral-reporting
2087638932708303071,Pakistan,Saudi Arabia,supportive
2087638932708303071,Pakistan,Turkiye,supportive
2087638932708303071,Pakistan,United States,supportive
2087638932708303071,Saudi Arabia,Turkiye,supportive
2087638932708303071,Saudi Arabia,United States,supportive
2087638932708303071,Turkiye,United States,supportive
2087638218355200203,Iran,Saudi Arabia,hostile
2087638218355200203,Iran,Turkiye,hostile
2087638218355200203,Saudi Arabia,Turkiye,supportive
2087629619948126471,Pakistan,Saudi Arabia,neutral-reporting
2087629619948126471,Pakistan,Turkiye,neutral-reporting
2087629619948126471,Saudi Arabia,Turkiye,neutral-reporting
2087628694944964750,Pakistan,Saudi Arabia,supportive
2087628694944964750,Pakistan,Turkiye,supportive
2087628694944964750,Pakistan,United States,hostile
2087628694944964750,Saudi Arabia,Turkiye,supportive
2087628694944964750,Saudi Arabia,United States,hostile
2087628694944964750,Turkiye,United States,hostile
2087618653730619896,Iran,Pakistan,neutral-reporting
2087618653730619896,Pakistan,Saudi Arabia,neutral-reporting
2087618653730619896,Pakistan,Turkiye,neutral-reporting
2087618653730619896,Saudi Arabia,Turkiye,neutral-reporting
2087596225021321418,Iran,Pakistan,skeptical
2087596225021321418,Iran,Saudi Arabia,skeptical
2087596225021321418,Iran,Turkiye,skeptical
2087596225021321418,Pakistan,Saudi Arabia,supportive
2087596225021321418,Pakistan,Turkiye,supportive
2087596225021321418,Saudi Arabia,Turkiye,supportive
2087591213696487864,Iran,Pakistan,neutral-reporting
2087584241479512390,Pakistan,Saudi Arabia,neutral-reporting
2087584241479512390,Pakistan,Turkiye,neutral-reporting
2087584241479512390,Saudi Arabia,Turkiye,neutral-reporting
2087574711068745839,Pakistan,Saudi Arabia,neutral-reporting
2087574711068745839,Pakistan,Turkiye,neutral-reporting
2087574711068745839,Saudi Arabia,Turkiye,neutral-reporting
2087572163016724827,Iran,Pakistan,neutral-reporting
2087571691279204700,Pakistan,Iran,supportive
2087567821890826336,Pakistan,Iran,supportive
2087562290845655174,Pakistan,Iran,hostile
2087560683483255004,Iran,Pakistan,neutral-reporting
2087560683483255004,Iran,Saudi Arabia,neutral-reporting
2087560683483255004,Iran,Turkiye,neutral-reporting
2087560683483255004,Iran,United States,neutral-reporting
2087560683483255004,Pakistan,Saudi Arabia,neutral-reporting
2087560683483255004,Pakistan,Turkiye,neutral-reporting
2087560683483255004,Pakistan,United States,neutral-reporting
2087560683483255004,Saudi Arabia,Turkiye,neutral-reporting
2087560683483255004,Saudi Arabia,United States,neutral-reporting
2087560683483255004,Turkiye,United States,neutral-reporting
2087559062443504089,Iran,Pakistan,neutral-reporting
2087558703264268748,Pakistan,Saudi Arabia,neutral-reporting
2087558703264268748,Pakistan,Turkiye,neutral-reporting
2087558703264268748,Saudi Arabia,Turkiye,neutral-reporting
2087554784110805369,Pakistan,Saudi Arabia,neutral-reporting
2087554784110805369,Pakistan,Turkiye,neutral-reporting
2087554784110805369,Saudi Arabia,Turkiye,neutral-reporting
2087554784110805369,Iran,Pakistan,skeptical
2087554784110805369,Iran,Saudi Arabia,skeptical
2087554784110805369,Iran,Turkiye,skeptical
2087528517210619935,Iran,Pakistan,unclear
2087528517210619935,Iran,Saudi Arabia,unclear
2087528517210619935,Iran,Turkiye,unclear
2087528517210619935,Pakistan,Saudi Arabia,neutral-reporting
2087528517210619935,Pakistan,Turkiye,neutral-reporting
2087528517210619935,Saudi Arabia,Turkiye,neutral-reporting
2087524102290423913,Iran,Pakistan,skeptical
2087524102290423913,Iran,Saudi Arabia,skeptical
2087524102290423913,Iran,Turkiye,skeptical
2087524102290423913,Pakistan,Saudi Arabia,supportive
2087524102290423913,Pakistan,Turkiye,supportive
2087524102290423913,Saudi Arabia,Turkiye,supportive
2087507962294116550,Pakistan,Saudi Arabia,neutral-reporting
2087507962294116550,Pakistan,Turkiye,neutral-reporting
2087507962294116550,Saudi Arabia,Turkiye,neutral-reporting
2087499313454694900,Saudi Arabia,Turkiye,neutral-reporting
2087499313454694900,Saudi Arabia,Pakistan,neutral-reporting
2087499313454694900,Turkiye,Pakistan,neutral-reporting
2087499313454694900,Iran,United States,hostile
2087499313454694900,Iran,Saudi Arabia,hostile
2087499313454694900,Iran,Pakistan,neutral-reporting
2087491892741300717,Pakistan,Turkiye,neutral-reporting
2087491892741300717,Pakistan,Iran,unclear
2087491892741300717,Turkiye,Iran,unclear
2087488578435645611,Pakistan,Saudi Arabia,supportive
2087488578435645611,Pakistan,Turkiye,supportive
2087488578435645611,Saudi Arabia,Turkiye,neutral-reporting
2087488578435645611,Pakistan,Iran,neutral-reporting
2087478635947081902,Pakistan,Iran,neutral-reporting
2087478635947081902,Pakistan,Saudi Arabia,neutral-reporting
2087478635947081902,Pakistan,Turkiye,neutral-reporting
2087478635947081902,Saudi Arabia,Turkiye,neutral-reporting
2087478635947081902,Iran,Saudi Arabia,neutral-reporting
2087478635947081902,Iran,Turkiye,neutral-reporting
2087473400285675996,Saudi Arabia,Pakistan,neutral-reporting
2087473400285675996,Saudi Arabia,Turkiye,neutral-reporting
2087471520742601190,Saudi Arabia,Pakistan,supportive
2087471520742601190,Saudi Arabia,Turkiye,supportive
2087471520742601190,Pakistan,Turkiye,supportive
2087471520742601190,Iran,Saudi Arabia,unclear
2087471520742601190,Iran,Pakistan,unclear
2087471520742601190,Iran,Turkiye,unclear
2087467363771859113,Saudi Arabia,Pakistan,neutral-reporting
2087467363771859113,Saudi Arabia,Turkiye,neutral-reporting
2087467363771859113,Pakistan,Turkiye,neutral-reporting
2087467363771859113,Saudi Arabia,United States,hostile
2087467363771859113,Iran,Saudi Arabia,hostile
2087462921718698236,Iran,Pakistan,neutral-reporting
2087462921718698236,Iran,Saudi Arabia,neutral-reporting
2087462921718698236,Iran,Turkiye,neutral-reporting
2087462921718698236,Pakistan,Saudi Arabia,neutral-reporting
2087462921718698236,Pakistan,Turkiye,neutral-reporting
2087462921718698236,Saudi Arabia,Turkiye,neutral-reporting
2087455166836662748,Iran,Pakistan,neutral-reporting
2087455166836662748,Iran,Saudi Arabia,neutral-reporting
2087455166836662748,Iran,Turkiye,neutral-reporting
2087455166836662748,Pakistan,Saudi Arabia,neutral-reporting
2087455166836662748,Pakistan,Turkiye,neutral-reporting
2087455166836662748,Saudi Arabia,Turkiye,neutral-reporting
2087438589009506814,Pakistan,Saudi Arabia,neutral-reporting
2087438589009506814,Pakistan,Turkiye,neutral-reporting
2087438589009506814,Saudi Arabia,Turkiye,neutral-reporting
2087438589009506814,Iran,Saudi Arabia,neutral-reporting
2087433930907812086,Pakistan,Iran,supportive
2087431447514587629,Pakistan,Iran,neutral-reporting
2087430201844301828,Pakistan,Iran,neutral-reporting
2087430201844301828,Pakistan,Saudi Arabia,neutral-reporting
2087430201844301828,Pakistan,Turkiye,neutral-reporting
2087430201844301828,Saudi Arabia,Turkiye,neutral-reporting
2087429561407750584,Iran,Pakistan,neutral-reporting
2087429561407750584,Pakistan,Saudi Arabia,neutral-reporting
2087429561407750584,Pakistan,Turkiye,neutral-reporting
2087429561407750584,Saudi Arabia,Turkiye,neutral-reporting
2087429471062343839,Iran,Pakistan,neutral-reporting
2087419268446953949,Iran,Pakistan,neutral-reporting
2087419268446953949,Pakistan,Saudi Arabia,neutral-reporting
2087419268446953949,Pakistan,Turkiye,neutral-reporting
2087419268446953949,Saudi Arabia,Turkiye,neutral-reporting
2087411871863513371,Pakistan,Saudi Arabia,supportive
2087411871863513371,Pakistan,Turkiye,supportive
2087411871863513371,Saudi Arabia,Turkiye,supportive
2087411871863513371,Iran,Pakistan,skeptical
2087411871863513371,Iran,Saudi Arabia,skeptical
2087411871863513371,Iran,Turkiye,skeptical
